statsmodels_function,coverage,np_calls_count,partial_ak_coverage_sum,np_calls_array,function_ak_array
/tsa/stattools.py_has_missing,1.0,4,4,['isnan' 'isnan' 'sum' 'sum'],"['array_api._elementwise_functions.isnan' 'numeric.isnan'
 'array_api._statistical_functions.sum' 'pdarrayclass.sum']"
/tsa/stattools.py_kpss,1.0,0,0,[],[]
/tsa/stattools.py_levinson_durbin,0.5,4,2,['diag' 'dot' 'zeros' 'zeros'],['pdarraycreation.zeros' 'array_api._creation_functions.zeros']
/tsa/stattools.py_levinson_durbin_pacf,1.0,5,5,['zeros' 'squeeze' 'zeros' 'cumprod' 'asarray'],"['array_api._creation_functions.zeros'
 'array_api._manipulation_functions.squeeze' 'pdarraycreation.zeros'
 'numeric.cumprod' 'array_api._creation_functions.asarray']"
/tsa/stattools.py_pacf,1.0,0,0,[],[]
/tsa/stattools.py_pacf_burg,1.0,0,0,[],[]
/tsa/stattools.py_pacf_ols,1.0,0,0,[],[]
/tsa/stattools.py_pacf_yw,1.0,0,0,[],[]
/tsa/stattools.py_q_stat,1.0,2,2,['arange' 'arange'],['array_api._creation_functions.arange' 'pdarraycreation.arange']
/tsa/stattools.py_range_unit_root_test,1.0,5,5,['sqrt' 'array' 'zeros' 'zeros' 'sqrt'],"['pdarrayclass.sqrt' 'pdarraycreation.array' 'pdarraycreation.zeros'
 'array_api._creation_functions.zeros'
 'array_api._elementwise_functions.sqrt']"
/tsa/stattools.py_run,0.92,12,11,"['argmin' 'min' 'min' 'argmin' 'inf' 'full' 'full' 'sqrt' 'sqrt' 'arange'
 'power' 'arange']","['array_api._searching_functions.argmin'
 'array_api._statistical_functions.min' 'pdarrayclass.min'
 'pdarrayclass.argmin' 'pdarraycreation.full'
 'array_api._creation_functions.full' 'pdarrayclass.sqrt'
 'array_api._elementwise_functions.sqrt' 'pdarraycreation.arange'
 'pdarrayclass.power' 'array_api._creation_functions.arange']"
/tsa/stl/mstl.py___init__,1.0,0,0,[],[]
/tsa/stl/mstl.py___str__,1.0,0,0,[],[]
/tsa/stl/mstl.py__default_seasonal_windows,1.0,0,0,[],[]
/tsa/stl/mstl.py__infer_period,1.0,0,0,[],[]
/tsa/stl/mstl.py__process_periods,1.0,0,0,[],[]
/tsa/stl/mstl.py__process_periods_and_windows,1.0,0,0,[],[]
/tsa/stl/mstl.py__process_windows,1.0,0,0,[],[]
/tsa/stl/mstl.py__remove_overloaded_stl_kwargs,1.0,0,0,[],[]
/tsa/stl/mstl.py__sort_periods_and_windows,1.0,0,0,[],[]
/tsa/stl/mstl.py__to_1d_array,0.5,4,2,['ascontiguousarray' 'squeeze' 'asarray' 'double'],"['array_api._manipulation_functions.squeeze'
 'array_api._creation_functions.asarray']"
/tsa/stl/mstl.py_fit,1.0,3,3,['zeros' 'zeros' 'squeeze'],"['pdarraycreation.zeros' 'array_api._creation_functions.zeros'
 'array_api._manipulation_functions.squeeze']"
/tsa/stl/tests/test_mstl.py_data,1.0,0,0,[],[]
/tsa/stl/tests/test_mstl.py_data_pd,1.0,0,0,[],[]
/tsa/stl/tests/test_mstl.py_mstl_results,1.0,0,0,[],[]
/tsa/stl/tests/test_mstl.py_test_auto_fit_with_box_cox,1.0,0,0,[],[]
/tsa/stl/tests/test_mstl.py_test_fit_with_box_cox,1.0,0,0,[],[]
/tsa/stl/tests/test_mstl.py_test_number_of_seasonal_components,1.0,0,0,[],[]
/tsa/stl/tests/test_mstl.py_test_output_invariant_to_period_order,1.0,0,0,[],[]
/tsa/stl/tests/test_mstl.py_test_output_similar_to_R_implementation,1.0,0,0,[],[]
/tsa/stl/tests/test_mstl.py_test_plot,1.0,0,0,[],[]
/tsa/stl/tests/test_mstl.py_test_raise_value_error_when_periods_and_windows_diff_lengths,1.0,0,0,[],[]
/tsa/stl/tests/test_mstl.py_test_return_pandas_series_when_input_pandas_and_len_periods_one,1.0,0,0,[],[]
/tsa/stl/tests/test_mstl.py_test_seasonal_is_datafame_when_input_pandas_and_multiple_periods,1.0,0,0,[],[]
/tsa/stl/tests/test_mstl.py_test_stl_kwargs_smoke,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py__to_class_kwargs,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_default_kwargs,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_default_kwargs_base,1.0,5,5,['ones' 'ones' 'zeros' 'zeros' 'asarray'],"['pdarraycreation.ones' 'array_api._creation_functions.ones'
 'pdarraycreation.zeros' 'array_api._creation_functions.zeros'
 'array_api._creation_functions.asarray']"
/tsa/stl/tests/test_stl.py_default_kwargs_short,1.0,4,4,['zeros' 'ones' 'ones' 'zeros'],"['array_api._creation_functions.zeros' 'pdarraycreation.ones'
 'array_api._creation_functions.ones' 'pdarraycreation.zeros']"
/tsa/stl/tests/test_stl.py_robust,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_baseline_class,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_default_trend,1.0,2,2,['ceil' 'ceil'],['numeric.ceil' 'array_api._elementwise_functions.ceil']
/tsa/stl/tests/test_stl.py_test_defaults_smoke,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_jump_errors,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_nljump_1_class,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_nljump_1_ntjump_1_class,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_no_period,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_ntjump_1_class,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_pandas,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_parameter_checks_low_pass,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_parameter_checks_period,0.0,1,0,['hstack'],[]
/tsa/stl/tests/test_stl.py_test_parameter_checks_seasonal,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_parameter_checks_trend,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_period_detection,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_pickle,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_plot,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_short_class,1.0,0,0,[],[]
/tsa/stl/tests/test_stl.py_test_squezable_to_1d,1.0,0,0,[],[]
/tsa/tests/results/results_ar.py___init__,0.25,4,1,['hstack' 'asarray' 'loadtxt' 'genfromtxt'],['array_api._creation_functions.asarray']
/tsa/tests/results/results_arima.py___init__,0.75,4,3,['array' 'sqrt' 'diag' 'sqrt'],"['pdarraycreation.array' 'array_api._elementwise_functions.sqrt'
 'pdarrayclass.sqrt']"
/tsa/tests/results/results_arma.py___init__,1.0,0,0,[],[]
/tsa/tests/test_adfuller_lag.py_test_adf_autolag,0.67,3,2,['log' 'log' 'diff'],['numeric.log' 'array_api._elementwise_functions.log']
/tsa/tests/test_ar.py_AppendData,1.0,0,0,[],[]
/tsa/tests/test_ar.py_DataSet,0.0,1,0,['ndarray'],[]
/tsa/tests/test_ar.py_append_data,0.0,1,0,['random.RandomState'],[]
/tsa/tests/test_ar.py_ar2,0.67,3,2,['random.RandomState' 'ones_like' 'ones_like'],['array_api._creation_functions.ones_like' 'pdarraycreation.ones_like']
/tsa/tests/test_ar.py_ar_data,1.0,0,0,[],[]
/tsa/tests/test_ar.py_fix_ols_attribute,1.0,2,2,['sqrt' 'sqrt'],['array_api._elementwise_functions.sqrt' 'pdarrayclass.sqrt']
/tsa/tests/test_ar.py_gen_ar_data,0.0,1,0,['random.RandomState'],[]
/tsa/tests/test_ar.py_gen_data,0.0,1,0,['random.RandomState'],[]
/tsa/tests/test_ar.py_gen_ols_regressors,1.0,6,6,['ones' 'arange' 'arange' 'ones' 'zeros' 'zeros'],"['pdarraycreation.ones' 'array_api._creation_functions.arange'
 'pdarraycreation.arange' 'array_api._creation_functions.ones'
 'array_api._creation_functions.zeros' 'pdarraycreation.zeros']"
/tsa/tests/test_ar.py_ols_autoreg_result,1.0,0,0,[],[]
/tsa/tests/test_ar.py_plot_data,1.0,0,0,[],[]
/tsa/tests/test_ar.py_setup_class,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/tsa/tests/test_ar.py_test_ar_model_predict,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_ar_order_select,0.0,1,0,['random.seed'],[]
/tsa/tests/test_ar.py_test_ar_select_order_smoke,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_autoreg_append,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/tsa/tests/test_ar.py_test_autoreg_append_deterministic,0.33,3,1,['params' 'append' 'asarray'],['array_api._creation_functions.asarray']
/tsa/tests/test_ar.py_test_autoreg_apply,0.0,2,0,['ndarray' 'allclose'],[]
/tsa/tests/test_ar.py_test_autoreg_apply_exception,1.0,1,1,['random.standard_normal'],['pdarraycreation.standard_normal']
/tsa/tests/test_ar.py_test_autoreg_constant_column_trend,1.0,1,1,['array'],['pdarraycreation.array']
/tsa/tests/test_ar.py_test_autoreg_forecast_period_index,0.0,1,0,['random.RandomState'],[]
/tsa/tests/test_ar.py_test_autoreg_info_criterion,1.0,4,4,['asarray' 'log' 'array' 'log'],"['array_api._creation_functions.asarray' 'numeric.log'
 'pdarraycreation.array' 'array_api._elementwise_functions.log']"
/tsa/tests/test_ar.py_test_autoreg_named_series,0.0,1,0,['random.randn'],[]
/tsa/tests/test_ar.py_test_autoreg_no_variables,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_autoreg_plot_err,1.0,1,1,['random.standard_normal'],['pdarraycreation.standard_normal']
/tsa/tests/test_ar.py_test_autoreg_predict_forecast_equiv,0.0,1,0,['random.normal'],[]
/tsa/tests/test_ar.py_test_autoreg_predict_smoke,1.0,1,1,['empty'],['array_api._creation_functions.empty']
/tsa/tests/test_ar.py_test_autoreg_resids,0.86,7,6,['isfinite' 'isfinite' 'zeros' 'random.RandomState' 'all' 'zeros' 'all'],"['numeric.isfinite' 'array_api._elementwise_functions.isfinite'
 'pdarraycreation.zeros' 'array_api._utility_functions.all'
 'array_api._creation_functions.zeros' 'pdarrayclass.all']"
/tsa/tests/test_ar.py_test_autoreg_roots,1.0,2,2,['array' 'asarray'],['pdarraycreation.array' 'array_api._creation_functions.asarray']
/tsa/tests/test_ar.py_test_autoreg_score,0.5,2,1,['ndarray' 'asarray'],['array_api._creation_functions.asarray']
/tsa/tests/test_ar.py_test_autoreg_series,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_autoreg_smoke_plots,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_autoreg_start,0.0,1,0,['random.normal'],[]
/tsa/tests/test_ar.py_test_autoreg_summary_corner,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_bse,0.67,3,2,['sqrt' 'diag' 'sqrt'],['pdarrayclass.sqrt' 'array_api._elementwise_functions.sqrt']
/tsa/tests/test_ar.py_test_conf_int_ols_autoreg,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_deterministic,0.5,2,1,['asarray' 'random.normal'],['array_api._creation_functions.asarray']
/tsa/tests/test_ar.py_test_diagnostic_summary_short,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_dynamic_against_sarimax,0.75,4,3,['random.RandomState' 'sqrt' 'sqrt' 'empty'],"['pdarrayclass.sqrt' 'array_api._elementwise_functions.sqrt'
 'array_api._creation_functions.empty']"
/tsa/tests/test_ar.py_test_dynamic_forecast_smoke,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_dynamic_predictions,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/tsa/tests/test_ar.py_test_dynamic_predictions_oos,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/tsa/tests/test_ar.py_test_equiv_dynamic,1.0,4,4,['sqrt' 'sqrt' 'empty' 'random.standard_normal'],"['array_api._elementwise_functions.sqrt' 'pdarrayclass.sqrt'
 'array_api._creation_functions.empty' 'pdarraycreation.standard_normal']"
/tsa/tests/test_ar.py_test_equiv_ols_autoreg,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_exog_prediction,0.0,1,0,['random.RandomState'],[]
/tsa/tests/test_ar.py_test_f_test_ols_autoreg,1.0,1,1,['eye'],['array_api._creation_functions.eye']
/tsa/tests/test_ar.py_test_forecast_start_end_equiv,0.78,9,7,"['arange' 'cos' 'pi' 'sqrt' 'random.RandomState' 'cos' 'empty' 'sqrt'
 'arange']","['pdarraycreation.arange' 'array_api._elementwise_functions.cos'
 'array_api._elementwise_functions.sqrt' 'numeric.cos'
 'array_api._creation_functions.empty' 'pdarrayclass.sqrt'
 'array_api._creation_functions.arange']"
/tsa/tests/test_ar.py_test_fpe,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_invalid_dynamic,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_llf,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_old_names,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_other_tests_autoreg,1.0,3,3,['ones_like' 'eye' 'ones_like'],"['array_api._creation_functions.ones_like'
 'array_api._creation_functions.eye' 'pdarraycreation.ones_like']"
/tsa/tests/test_ar.py_test_parameterless_autoreg,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_params,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_pickle,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_predict,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_predict_errors,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_predict_exog,0.86,7,6,['random.RandomState' 'empty' 'zeros' 'zeros' 'sqrt' 'sqrt' 'asarray'],"['array_api._creation_functions.empty'
 'array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'array_api._elementwise_functions.sqrt' 'pdarrayclass.sqrt'
 'array_api._creation_functions.asarray']"
/tsa/tests/test_ar.py_test_predict_irregular_ar,0.89,9,8,"['sqrt' 'zeros' 'zeros' 'arange' 'arange' 'sqrt' 'random.RandomState'
 'empty' 'asarray']","['pdarrayclass.sqrt' 'array_api._creation_functions.zeros'
 'pdarraycreation.zeros' 'array_api._creation_functions.arange'
 'pdarraycreation.arange' 'array_api._elementwise_functions.sqrt'
 'array_api._creation_functions.empty'
 'array_api._creation_functions.asarray']"
/tsa/tests/test_ar.py_test_predict_seasonal,0.82,11,9,"['cos' 'cos' 'pi' 'zeros' 'empty' 'random.RandomState' 'sqrt' 'arange'
 'sqrt' 'zeros' 'arange']","['array_api._elementwise_functions.cos' 'numeric.cos'
 'pdarraycreation.zeros' 'array_api._creation_functions.empty'
 'pdarrayclass.sqrt' 'array_api._creation_functions.arange'
 'array_api._elementwise_functions.sqrt'
 'array_api._creation_functions.zeros' 'pdarraycreation.arange']"
/tsa/tests/test_ar.py_test_pvalues,0.0,1,0,['ndarray'],[]
/tsa/tests/test_ar.py_test_removal,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_spec_errors,1.0,0,0,[],[]
/tsa/tests/test_ar.py_test_summary,1.0,0,0,[],[]
/tsa/tests/test_arima_process.py__manual_arma_generate_sample,0.5,2,1,['dot' 'array'],['pdarraycreation.array']
/tsa/tests/test_arima_process.py_arma_acovf_historical,0.5,6,3,['abs' 'dot' 'correlate' 'sum' 'sum' 'array'],"['pdarrayclass.sum' 'array_api._statistical_functions.sum'
 'pdarraycreation.array']"
/tsa/tests/test_arima_process.py_test_acf,1.0,3,3,['array' 'arange' 'arange'],"['pdarraycreation.array' 'array_api._creation_functions.arange'
 'pdarraycreation.arange']"
/tsa/tests/test_arima_process.py_test_arma2ar,1.0,2,2,['arange' 'arange'],['array_api._creation_functions.arange' 'pdarraycreation.arange']
/tsa/tests/test_arima_process.py_test_arma_acf,1.0,1,1,['array'],['pdarraycreation.array']
/tsa/tests/test_arima_process.py_test_arma_acf_compare_R_ARMAacf,1.0,0,0,[],[]
/tsa/tests/test_arima_process.py_test_arma_acov_compare_theoretical_arma_acov,1.0,0,0,[],[]
/tsa/tests/test_arima_process.py_test_arma_acovf,1.0,0,0,[],[]
/tsa/tests/test_arima_process.py_test_arma_acovf_persistent,1.0,3,3,['array' 'arange' 'arange'],"['pdarraycreation.array' 'pdarraycreation.arange'
 'array_api._creation_functions.arange']"
/tsa/tests/test_arima_process.py_test_arma_generate_sample,0.5,2,1,['random.seed' 'array'],['pdarraycreation.array']
/tsa/tests/test_arima_process.py_test_arma_impulse_response,1.0,0,0,[],[]
/tsa/tests/test_arima_process.py_test_armafft,0.67,3,2,['linspace' 'linspace' 'pi'],['pdarraycreation.linspace' 'array_api._creation_functions.linspace']
/tsa/tests/test_arima_process.py_test_empty_coeff,1.0,1,1,['array'],['pdarraycreation.array']
/tsa/tests/test_arima_process.py_test_fi,1.0,0,0,[],[]
/tsa/tests/test_arima_process.py_test_from_coeff,1.0,1,1,['array'],['pdarraycreation.array']
/tsa/tests/test_arima_process.py_test_from_estimation,1.0,1,1,['cumsum'],['numeric.cumsum']
/tsa/tests/test_arima_process.py_test_from_roots,1.0,1,1,['array'],['pdarraycreation.array']
/tsa/tests/test_arima_process.py_test_generate_sample,0.0,2,0,['random.randn' 'random.seed'],[]
/tsa/tests/test_arima_process.py_test_impulse_response,1.0,2,2,['arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/tsa/tests/test_arima_process.py_test_invertroots,1.0,1,1,['array'],['pdarraycreation.array']
/tsa/tests/test_arima_process.py_test_isstationary,0.0,1,0,['abs'],[]
/tsa/tests/test_arima_process.py_test_lpol2index_index2lpol,1.0,0,0,[],[]
/tsa/tests/test_arima_process.py_test_pacf,1.0,1,1,['array'],['pdarraycreation.array']
/tsa/tests/test_arima_process.py_test_periodogram,0.86,7,6,['pi' 'linspace' 'linspace' 'ones' 'sqrt' 'ones' 'sqrt'],"['array_api._creation_functions.linspace' 'pdarraycreation.linspace'
 'array_api._creation_functions.ones' 'pdarrayclass.sqrt'
 'pdarraycreation.ones' 'array_api._elementwise_functions.sqrt']"
/tsa/tests/test_arima_process.py_test_process_multiplication,1.0,1,1,['array'],['pdarraycreation.array']
/tsa/tests/test_arima_process.py_test_spectrum,0.67,3,2,['pi' 'linspace' 'linspace'],['array_api._creation_functions.linspace' 'pdarraycreation.linspace']
/tsa/tests/test_arima_process.py_test_str_repr,1.0,0,0,[],[]
/tsa/tests/test_bds.py_setup_class,1.0,1,1,['array'],['pdarraycreation.array']
/tsa/tests/test_bds.py_test_pvalue,1.0,0,0,[],[]
/tsa/tests/test_bds.py_test_stat,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py___str__,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py__eq_attr,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_forecast_index,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_in_sample,1.0,6,6,['zeros' 'arange' 'zeros' 'arange' 'empty' 'random.standard_normal'],"['pdarraycreation.zeros' 'pdarraycreation.arange'
 'array_api._creation_functions.zeros'
 'array_api._creation_functions.arange'
 'array_api._creation_functions.empty' 'pdarraycreation.standard_normal']"
/tsa/tests/test_deterministic.py_index,1.0,2,2,['arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/tsa/tests/test_deterministic.py_out_of_sample,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_additional_terms,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_calendar_fourier,0.69,13,9,"['floor' 'cumsum' 'sin' 'floor' 'column_stack' 'random.standard_normal'
 'sin' 'pi' 'abs' 'cos' 'testing.assert_allclose' 'int64' 'cos']","['array_api._elementwise_functions.floor' 'numeric.cumsum' 'numeric.sin'
 'numeric.floor' 'pdarraycreation.standard_normal'
 'array_api._elementwise_functions.sin' 'numeric.cos' 'dtypes.int64'
 'array_api._elementwise_functions.cos']"
/tsa/tests/test_deterministic.py_test_calendar_fourier_smoke,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_calendar_seasonal_period_a,1.0,2,2,['all' 'all'],['pdarrayclass.all' 'array_api._utility_functions.all']
/tsa/tests/test_deterministic.py_test_calendar_seasonal_period_d,1.0,2,2,['all' 'all'],['array_api._utility_functions.all' 'pdarrayclass.all']
/tsa/tests/test_deterministic.py_test_calendar_seasonal_period_q,1.0,2,2,['all' 'all'],['pdarrayclass.all' 'array_api._utility_functions.all']
/tsa/tests/test_deterministic.py_test_calendar_seasonal_period_w,1.0,2,2,['all' 'all'],['array_api._utility_functions.all' 'pdarrayclass.all']
/tsa/tests/test_deterministic.py_test_calendar_seasonality,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_calendar_time_trend,0.5,6,3,"['int64' 'column_stack' 'random.standard_normal' 'abs'
 'testing.assert_allclose' 'cumsum']",['dtypes.int64' 'pdarraycreation.standard_normal' 'numeric.cumsum']
/tsa/tests/test_deterministic.py_test_calendar_time_trend_base,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_calendar_time_trend_smoke,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_check_index_type,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_deterministic_process,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_deterministic_process_errors,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_determintic_term_equiv,0.0,1,0,['testing.assert_array_equal'],[]
/tsa/tests/test_deterministic.py_test_drop,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_drop_two_consants,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_forbidden_index,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_fourier,0.75,8,6,['sin' 'pi' 'arange' 'sin' 'arange' 'testing.assert_allclose' 'cos' 'cos'],"['array_api._elementwise_functions.sin'
 'array_api._creation_functions.arange' 'numeric.sin'
 'pdarraycreation.arange' 'numeric.cos'
 'array_api._elementwise_functions.cos']"
/tsa/tests/test_deterministic.py_test_fourier_smoke,0.67,3,2,['diff' 'any' 'any'],['pdarrayclass.any' 'array_api._utility_functions.any']
/tsa/tests/test_deterministic.py_test_index_like,1.0,1,1,['empty'],['array_api._creation_functions.empty']
/tsa/tests/test_deterministic.py_test_invalid_formcast_index,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_invalid_freq_period,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_non_unit_range,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_range_casting,1.0,3,3,['int64' 'arange' 'arange'],"['dtypes.int64' 'array_api._creation_functions.arange'
 'pdarraycreation.arange']"
/tsa/tests/test_deterministic.py_test_range_error,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_range_index_basic,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_seasonal_from_index_err,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_seasonality,0.78,9,7,"['zeros' 'asarray' 'all' 'zeros' 'any' 'any' 'all' 'testing.assert_equal'
 'diff']","['pdarraycreation.zeros' 'array_api._creation_functions.asarray'
 'array_api._utility_functions.all' 'array_api._creation_functions.zeros'
 'pdarrayclass.any' 'array_api._utility_functions.any' 'pdarrayclass.all']"
/tsa/tests/test_deterministic.py_test_seasonality_smoke,0.67,3,2,['diff' 'any' 'any'],['pdarrayclass.any' 'array_api._utility_functions.any']
/tsa/tests/test_deterministic.py_test_seasonality_time_index,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_test_time_trend,0.8,5,4,['any' 'any' 'all' 'all' 'diff'],"['pdarrayclass.any' 'array_api._utility_functions.any' 'pdarrayclass.all'
 'array_api._utility_functions.all']"
/tsa/tests/test_deterministic.py_test_time_trend_smoke,0.67,3,2,['diff' 'any' 'any'],['pdarrayclass.any' 'array_api._utility_functions.any']
/tsa/tests/test_deterministic.py_test_unknown_freq,1.0,0,0,[],[]
/tsa/tests/test_deterministic.py_time_index,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_DummyModel,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py___init__,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_austourists,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_austourists_model,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_austourists_model_fit,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_ets_austourists_fit_results_R,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_ets_oildata_fit_results_R,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_fit_austourists_with_R_params,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_get_params_from_R,1.0,2,2,['isfinite' 'isfinite'],['numeric.isfinite' 'array_api._elementwise_functions.isfinite']
/tsa/tests/test_exponential_smoothing.py_get_states_from_R,1.0,1,1,['reshape'],['array_api._manipulation_functions.reshape']
/tsa/tests/test_exponential_smoothing.py_obtain_R_results,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/tsa/tests/test_exponential_smoothing.py_oildata,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_oildata_model,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_remove_invalid_models_from_list,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_setup_model,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_short_model_name,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_statespace_comparison,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_test_aicc_0_dof,1.0,2,2,['isfinite' 'isfinite'],['numeric.isfinite' 'array_api._elementwise_functions.isfinite']
/tsa/tests/test_exponential_smoothing.py_test_bounded_fit,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_test_convergence_simple,0.0,1,0,['random.RandomState'],[]
/tsa/tests/test_exponential_smoothing.py_test_estimated_initialization_short_data,1.0,4,4,['any' 'isnan' 'any' 'isnan'],"['array_api._utility_functions.any' 'numeric.isnan' 'pdarrayclass.any'
 'array_api._elementwise_functions.isnan']"
/tsa/tests/test_exponential_smoothing.py_test_exact_prediction_intervals,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_test_fit_model_austouritsts,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_test_fit_vs_R,0.67,3,2,['pi' 'log' 'log'],['array_api._elementwise_functions.log' 'numeric.log']
/tsa/tests/test_exponential_smoothing.py_test_forecast_vs_R,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/tsa/tests/test_exponential_smoothing.py_test_hessian,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_test_initialization_heuristic,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_test_initialization_known,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_test_loglike_vs_R,0.67,3,2,['pi' 'log' 'log'],['array_api._elementwise_functions.log' 'numeric.log']
/tsa/tests/test_exponential_smoothing.py_test_one_step_ahead,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_test_predict_ranges,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_test_predict_vs_R,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_test_prediction_results,1.0,4,4,['all' 'isnan' 'all' 'isnan'],"['array_api._utility_functions.all'
 'array_api._elementwise_functions.isnan' 'pdarrayclass.all'
 'numeric.isnan']"
/tsa/tests/test_exponential_smoothing.py_test_prediction_results_slow_AAN,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_test_prediction_results_slow_AAdA,1.0,0,0,[],[]
/tsa/tests/test_exponential_smoothing.py_test_prediction_results_vs_statespace,1.0,0,0,[],[]
