,index,scipy_function,num_np_calls,np_calls,np_calls_w_args
10,816,/optimize/_optimize.py__minimize_neldermead,43,"['atleast_1d', 'issubdtype', 'inexact', 'float64', 'asarray', 'any', 'any', 'clip', 'empty', 'array', 'atleast_2d', 'issubdtype', 'inexact', 'float64', 'asarray', 'inf', 'inf', 'inf', 'inf', 'clip', 'full', 'inf', 'argsort', 'take', 'take', 'argsort', 'take', 'take', 'max', 'ravel', 'abs', 'max', 'abs', 'add.reduce', 'clip', 'clip', 'clip', 'clip', 'clip', 'argsort', 'take', 'take', 'min']","['atleast_1d(x0).flatten()', 'issubdtype(x0.dtype, np.inexact)', 'asarray(x0, dtype=dtype)', 'any(lower_bound > x0) or np.any(x0 > upper_bound)', 'clip(x0, lower_bound, upper_bound)', 'empty((N + 1, N), dtype=x0.dtype)', 'array(x0, copy=True)', 'atleast_2d(initial_simplex).copy()', 'issubdtype(sim.dtype, np.inexact)', 'asarray(sim, dtype=dtype)', 'clip(sim, lower_bound, upper_bound)', 'full((N + 1,), np.inf, dtype=float)', 'argsort(fsim)', 'take(sim, ind, 0)', 'take(fsim, ind, 0)', 'argsort(fsim)', 'take(fsim, ind, 0)', 'take(sim, ind, 0)', 'max(np.ravel(np.abs(sim[1:] - sim[0])))', 'max(np.abs(fsim[0] - fsim[1:])) <= fatol)', 'add.reduce(sim[:-1], 0)', 'clip(xr, lower_bound, upper_bound)', 'clip(xe, lower_bound, upper_bound)', 'clip(xc, lower_bound, upper_bound)', 'clip(xcc, lower_bound, upper_bound)', 'argsort(fsim)', 'take(sim, ind, 0)', 'take(fsim, ind, 0)', 'min(fsim)']"
11,19154,/stats/tests/test_continuous_basic.py_test_moments_with_array_gh12192_regression,42,"['array', 'array', 'array', 'array', 'nan', 'nan', 'nan', 'array', 'array', 'nan', 'nan', 'nan', 'array', 'nan', 'nan', 'array', 'nan', 'array', 'nan', 'nan', 'nan', 'nan', 'array', 'nan', 'nan', 'nan', 'array', 'nan', 'nan', 'array', 'pi', 'pi', 'sqrt', 'pi', 'array', 'array', 'array', 'array', 'broadcast_arrays', 'ndenumerate', 'errstate', 'testing.assert_equal']","['array([1, 2, 3]), scale=1)', 'array([1., 2., 3.])', 'array([1, 2, 3]), scale=-1)', 'array([np.nan, np.nan, np.nan])', 'array([1, 2, 3])', 'array([np.nan, 2., np.nan])', 'array([10., np.nan, np.nan])', 'array([25., np.nan, 10000.])', 'array([np.nan, np.nan, np.nan])', 'array([np.nan, np.nan, np.nan])', 'array([3.59576912, np.nan, np.nan])', 'array([26., 832.])', 'sqrt(2)', 'array(a).reshape((-1, 1, 1, 1))', 'array(b).reshape((-1, 1, 1))', 'array(loc).reshape((-1, 1))', 'array(scale)', 'broadcast_arrays(a, b, loc, scale)', 'ndenumerate(a)', ""errstate(invalid='ignore', divide='ignore')"", 'testing.assert_equal(vals11[i], expected)']"
12,1214,/optimize/_trustregion_constr/tests/test_qp_subproblem.py_test_3d_example,39,"['array', 'array', 'array', 'array', 'zeros_like', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'full', 'linalg.norm', 'inf', 'inf', 'inf', 'inf', 'inf', 'full', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'full', 'linalg.norm', 'inf', 'inf', 'inf', 'inf', 'inf', 'full']","['array([-16, 2])', 'array([-1.37090909, 2.23272727, -0.49090909])', 'array([0.11165723, 1.73068711, 0.16748585])', 'zeros_like(newton_point)', 'full(3, 0.40807330))', 'linalg.norm(x), 2)', 'full(3, 0.7498195))', 'full(3, 0.573936265))', 'linalg.norm(x), 1)', 'full(3, 0.4478827364))']"
13,7302,/special/tests/test_basic.py_test_log1p_complex,39,"['inf', 'inf', 'inf', 'pi', 'nan', 'nan', 'nan', 'inf', 'inf', 'pi', 'inf', 'inf', 'inf', 'inf', 'inf', 'pi', 'inf', 'inf', 'inf', 'pi', 'inf', 'nan', 'inf', 'nan', 'inf', 'nan', 'inf', 'nan', 'nan', 'inf', 'inf', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",[]
14,9341,/linalg/tests/test_decomp_lu.py_test_old_lu_smoke_tests,38,"['array', 'array', 'rot90', 'eye', 'tril', 'eye', 'triu', 'array', 'array', 'rot90', 'eye', 'tril', 'eye', 'triu', 'array', 'array', 'array', 'array', 'array', 'array', 'array', 'array', 'array', 'array', 'array', 'array', 'array', 'array', 'array', 'array', 'array', 'eye', 'array', 'array', 'array', 'eye', 'array', 'array']","['array([[1, 2, 3], [1, 2, 3], [2, 5, 6]])', 'array([[2., 5., 6.], [0.5, -0.5, 0.], [0.5, 1., 0.]])', 'rot90(np.eye(3)))', 'tril(result_lu, k=-1)+np.eye(3))', 'triu(result_lu))', 'array([[1, 2, 3], [1, 2, 3], [2, 5j, 6]])', 'array([[2., 5.j, 6.], [0.5, 2-2.5j, 0.], [0.5, 1., 0.]])', 'rot90(np.eye(3)))', 'tril(result_lu, k=-1)+np.eye(3))', 'triu(result_lu))', 'array([[1, 2, 3], [4, 5, 6], [7, 8, 9]])', 'array([[0, 1, 0], [0, 0, 1], [1, 0, 0]]))', 'array([[1, 0, 0], [1/7, 1, 0], [4/7, 0.5, 1]]))', 'array([[7, 8, 9], [0, 6/7, 12/7], [0, 0, 0]])', 'array([[1.j, 2.j, 3.j], [4j, 5j, 6j], [7j, 8j, 9j]])', 'array([[0, 1, 0], [0, 0, 1], [1, 0, 0]]))', 'array([[1, 0, 0], [1/7, 1, 0], [4/7, 0.5, 1]]))', 'array([[7, 8, 9], [0, 6/7, 12/7], [0, 0, 0]])', 'array([[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 12, 12]])', 'array([[0, 1, 0], [0, 0, 1], [1, 0, 0]]))', 'array([[1, 0, 0], [1/9, 1, 0], [5/9, 0.5, 1]]))', 'array([[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 12, 12]])', 'array([[0, 1, 0], [0, 0, 1], [1, 0, 0]]))', 'array([[1, 0, 0], [1/9, 1, 0], [5/9, 0.5, 1]]))', 'array([[1, 2, 3], [4, 5, 6], [7, 8, 9], [10, 12, 12]])', 'eye(4)[[1, 3, 2, 0], :])', 'array([[1, 2, 3], [4, 5, 6], [7, 8, 9], [10, 12, 12]])', 'eye(4)[[1, 3, 2, 0], :])']"
15,9158,/linalg/tests/test_decomp.py_test_wrong_inputs,37,"['ones', 'ones', 'ones', 'ones', 'ones', 'ones', 'ones', 'ones', 'ones', 'testing.suppress_warnings', 'ones', 'ones', 'ones', 'ones', 'testing.suppress_warnings', 'ones', 'ones', 'ones', 'ones', 'testing.suppress_warnings', 'ones', 'ones', 'ones', 'ones', 'testing.suppress_warnings', 'ones', 'ones', 'ones', 'ones', 'ones', 'ones', 'ones', 'ones', 'ones', 'ones', 'ones', 'ones']","['ones([1, 2]))', 'ones([2, 2]), np.ones([2, 1]))', 'ones([3, 3]), np.ones([2, 2]))', 'ones([3, 3]), np.ones([3, 3])', 'ones([3, 3]), np.ones([3, 3])', 'testing.suppress_warnings()', 'ones([3, 3]), np.ones([3, 3])', 'ones([3, 3]), np.ones([3, 3])', 'testing.suppress_warnings()', 'ones([3, 3]), np.ones([3, 3])', 'ones([3, 3]), np.ones([3, 3])', 'testing.suppress_warnings()', 'ones([3, 3]), np.ones([3, 3])', 'ones([3, 3]), np.ones([3, 3])', 'testing.suppress_warnings()', 'ones([3, 3]), np.ones([3, 3])', 'ones([3, 3]), np.ones([3, 3])', ""ones([2, 2]), driver='wrong')"", ""ones([3, 3]), None, driver='gvx')"", 'ones([3, 3]), np.ones([3, 3])', 'ones([3, 3]), np.ones([3, 3])', 'ones([3, 3]), np.ones([3, 3])']"
16,19667,/stats/tests/test_stats.py_test_ttest_rel,36,"['linspace', 'linspace', 'array', 'linspace', 'linspace', 'array', 'linspace', 'linspace', 'errstate', 'isnan', 'isnan', 'dstack', 'dstack', 'abs', 'abs', 'moveaxis', 'moveaxis', 'abs', 'abs', 'random.RandomState', 'nan', 'nan', 'errstate', 'nan', 'nan', 'abs', 'inf', 'errstate', 'nan', 'nan', 'array', 'nan', 'zeros', 'nan', 'nan', 'arange']","['linspace(1,100,100)', 'linspace(1.01,99.989,100)', 'array([np.linspace(1,100,100), np.linspace(1.01,99.989,100)])', 'array([np.linspace(1.01,99.989,100), np.linspace(1,100,100)])', 'errstate(invalid=""ignore"", divide=""ignore"")', 'isnan(t))', 'isnan(p))', 'dstack([rvs1_2D,rvs1_2D,rvs1_2D])', 'dstack([rvs2_2D,rvs2_2D,rvs2_2D])', 'abs(t), tr)', 'abs(p), pr)', 'moveaxis(rvs1_3D, 2, 0)', 'moveaxis(rvs2_3D, 2, 0)', 'abs(t), tr)', 'abs(p), pr)', 'random.RandomState(12345678)', 'errstate(invalid=""ignore"")', 'abs(t), p), (np.inf, 0))', 'errstate(invalid=""ignore"")', 'array([[1, np.nan], [-1, 1]])', 'zeros((2, 2)))', 'arange(24)']"
17,6618,/special/_logsumexp.py_logsumexp,36,"['log', 'sum', 'exp', 'log', 'sum', 'exp', 'arange', 'log', 'sum', 'exp', 'arange', 'arange', 'log', 'sum', 'exp', 'ma.array', 'log', 'log', 'log', 'broadcast_arrays', 'any', 'inf', 'amax', 'isfinite', 'isfinite', 'asarray', 'exp', 'exp', 'errstate', 'sum', 'issubdtype', 'complexfloating', 'where', 'sign', 'log', 'squeeze']","['log(np.sum(np.exp(a)))', 'log(np.sum(b*np.exp(a)))', 'arange(10)', 'log(np.sum(np.exp(a)))', 'arange(10)', 'arange(10, 0, -1)', 'log(np.sum(b*np.exp(a)))', 'ma.array([np.log(2), 2, np.log(3)', 'log(5)', 'broadcast_arrays(a, b)', 'any(b == 0)', 'amax(a.real, axis=axis, keepdims=True)', 'isfinite(a_max)', 'isfinite(a_max)', 'asarray(b)', 'exp(a - a_max)', 'exp(a - a_max)', ""errstate(divide='ignore')"", 'sum(tmp, axis=axis, keepdims=keepdims)', 'issubdtype(s.dtype, np.complexfloating)', 'where(s == 0, 1, abs(s))', 'sign(s)', 'log(s)', 'squeeze(a_max, axis=axis)']"
18,19677,/stats/tests/test_stats.py_test_ttest_ind,34,"['linspace', 'linspace', 'array', 'array', 'errstate', 'isnan', 'isnan', 'dstack', 'dstack', 'abs', 'abs', 'abs', 'moveaxis', 'moveaxis', 'abs', 'abs', 'abs', 'random.RandomState', 'nan', 'errstate', 'nan', 'nan', 'abs', 'inf', 'errstate', 'nan', 'nan', 'array', 'nan', 'zeros', 'nan', 'nan', 'nan', 'nan']","['linspace(1,100,100)', 'linspace(5,105,100)', 'array([rvs1, rvs2])', 'array([rvs2, rvs1])', 'errstate(invalid=""ignore"")', 'isnan(t))', 'isnan(p))', 'dstack([rvs1_2D,rvs1_2D,rvs1_2D])', 'dstack([rvs2_2D,rvs2_2D,rvs2_2D])', 'abs(t), np.abs(tr))', 'abs(p), pr)', 'moveaxis(rvs1_3D, 2, 0)', 'moveaxis(rvs2_3D, 2, 0)', 'abs(t), np.abs(tr))', 'abs(p), pr)', 'random.RandomState(12345678)', 'errstate(invalid=""ignore"")', 'abs(t), p), (np.inf, 0))', 'errstate(invalid=""ignore"")', 'array([[1, np.nan], [-1, 1]])', 'zeros((2, 2)))']"
19,13468,/signal/_ltisys.py__YT_complex,33,"['sqrt', 'newaxis', 'sqrt', 'newaxis', 'dot', 'dot', 'conj', 'dot', 'conj', 'dot', 'conj', 'linalg.eig', 'argsort', 'abs', 'newaxis', 'newaxis', 'newaxis', 'newaxis', 'allclose', 'abs', 'abs', 'dot', 'hstack', 'dot', 'dot', 'dot', 'conj', 'allclose', 'linalg.norm', 'real', 'imag', 'real', 'imag']","['sqrt(2)', 'sqrt(2)', 'dot(np.dot(np.conj(ker_pole_ij.T), np.dot(u, np.conj(u).T)', 'dot(np.conj(u), u.T)), ker_pole_ij)', 'linalg.eig(m)', 'argsort(np.abs(e_val))', 'allclose(np.abs(e_val[e_val_idx[-1]])', 'abs(e_val[e_val_idx[-2]]))', 'dot(ker_pole_ij, mu1)', 'hstack((mu1, mu2))', 'dot(ker_pole_ij, mu1_mu2_matrix)', 'dot(np.dot(ker_pole_mu, np.conj(ker_pole_mu.T))', 'allclose(transfer_matrix_i_j, 0)', 'linalg.norm(transfer_matrix_i_j))', 'real(transfer_matrix_i_j[:, 0])', 'imag(transfer_matrix_i_j[:, 0])', 'real(ker_pole_mu[:, 0])', 'imag(ker_pole_mu[:, 0])']"
20,19698,/stats/tests/test_stats.py_test_ttest_ind_with_uneq_var,33,"['linspace', 'linspace', 'linspace', 'array', 'array', 'dstack', 'dstack', 'abs', 'abs', 'abs', 'abs', 'abs', 'abs', 'moveaxis', 'moveaxis', 'abs', 'abs', 'abs', 'moveaxis', 'moveaxis', 'abs', 'abs', 'abs', 'abs', 'inf', 'errstate', 'nan', 'nan', 'array', 'nan', 'zeros', 'nan', 'nan']","['linspace(1,100, 25)', 'linspace(1,100,100)', 'linspace(5,105,100)', 'array([rvs1, rvs2])', 'array([rvs2, rvs1])', 'dstack([rvs1_2D,rvs1_2D,rvs1_2D])', 'dstack([rvs2_2D,rvs2_2D,rvs2_2D])', 'abs(t), np.abs(tr))', 'abs(p), pr)', 'abs(t), np.abs(tr))', 'abs(p), pr)', 'moveaxis(rvs1_3D, 2, 0)', 'moveaxis(rvs2_3D, 2, 0)', 'abs(t), np.abs(tr))', 'abs(p), pr)', 'moveaxis(rvs1_3D, 2, 0)', 'moveaxis(rvs2_3D, 2, 0), axis=2)', 'abs(t), np.abs(tr))', 'abs(p), pr)', 'abs(t), p), (np.inf, 0))', ""errstate(all='ignore')"", 'array([[1, np.nan], [-1, 1]])', 'zeros((2, 2)), equal_var=False)']"
21,8175,/linalg/_decomp_lu.py_lu,33,"['eye', 'array', 'allclose', 'allclose', 'random.default_rng', 'allclose', 'allclose', 'asarray_chkfinite', 'asarray', 'empty', 'empty', 'empty', 'int32', 'empty', 'empty', 'empty', 'ones_like', 'zeros', 'ones_like', 'ones_like', 'empty', 'int32', 'zeros', 'empty', 'int32', 'zeros', 'zeros', 'zeros', 'ix_', 'arange', 'arange', 'zeros', 'arange']","['eye(M)', 'array([[2, 5, 8, 7], [5, 2, 2, 8], [7, 5, 6, 6], [5, 4, 4, 8]])', 'allclose(A, p @ l @ u)', 'allclose(A, l[p, :] @ u)', 'random.default_rng()', 'allclose(A, p @ l @ u)', 'allclose(A, PL @ U)', 'asarray_chkfinite(a) if check_finite else np.asarray(a)', 'empty(shape=[*nd, m, k], dtype=a1.dtype)', 'empty(shape=[*nd, k, n], dtype=a1.dtype)', 'empty([*nd, 0], dtype=np.int32)', 'empty([*nd, 0, 0], dtype=real_dchar))', 'empty(shape=[*nd, m, k], dtype=a1.dtype)', 'empty(shape=[*nd, k, n], dtype=a1.dtype)', 'ones_like(a1), (a1 if overwrite_a else a1.copy())', 'zeros(shape=[*nd, m], dtype=int)', 'ones_like(a1))', 'ones_like(a1), (a1 if overwrite_a else a1.copy())', 'empty(m, dtype=np.int32)', 'zeros([k, k], dtype=a1.dtype)', 'empty([*nd, m], dtype=np.int32)', 'zeros([*nd, k, k], dtype=a1.dtype)', 'zeros([*nd, k, k], dtype=a1.dtype)', 'zeros([*nd, m, m], dtype=real_dchar)', 'ix_(*([np.arange(x) for x in nd]+[np.arange(m)]))', 'zeros([m, m], dtype=real_dchar)', 'arange(m)']"
22,18656,/stats/tests/test_distributions.py_test_nan_arguments_gh_issue_1362,33,"['errstate', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan', 'isnan', 'nan']","[""errstate(invalid='ignore')"", 'isnan(stats.t.logcdf(1, np.nan)))', 'isnan(stats.t.cdf(1, np.nan)))', 'isnan(stats.t.logsf(1, np.nan)))', 'isnan(stats.t.sf(1, np.nan)))', 'isnan(stats.t.pdf(1, np.nan)))', 'isnan(stats.t.logpdf(1, np.nan)))', 'isnan(stats.t.ppf(1, np.nan)))', 'isnan(stats.t.isf(1, np.nan)))', 'isnan(stats.bernoulli.logcdf(np.nan, 0.5)))', 'isnan(stats.bernoulli.cdf(np.nan, 0.5)))', 'isnan(stats.bernoulli.logsf(np.nan, 0.5)))', 'isnan(stats.bernoulli.sf(np.nan, 0.5)))', 'isnan(stats.bernoulli.pmf(np.nan, 0.5)))', 'isnan(stats.bernoulli.logpmf(np.nan, 0.5)))', 'isnan(stats.bernoulli.ppf(np.nan, 0.5)))', 'isnan(stats.bernoulli.isf(np.nan, 0.5)))']"
23,19471,/stats/tests/test_stats.py_test_kendalltau,33,"['arange', 'arange', 'arange', 'arange', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'random.seed', 'array', 'random.normal', 'random.normal', 'dot', 'linalg.cholesky', 'arange', 'nan', 'nan', 'nan', 'arange', 'arange', 'nan', 'nan', 'nan', 'nan', 'arange', 'ma.masked_greater', 'arange', 'concatenate', 'isfinite']","['arange(10)', 'arange(10)', 'arange(10)', 'arange(10)', 'random.seed(7546)', 'array([np.random.normal(loc=1, scale=1, size=500)', 'random.normal(loc=1, scale=1, size=500)])', 'dot(np.linalg.cholesky(corr), x)', 'arange(10.)', 'arange(10.)', 'arange(20.)', 'arange(2000, dtype=float)', 'ma.masked_greater(x, 1995)', 'arange(2000, dtype=float)', 'concatenate((y[1000:], y[:1000]))', 'isfinite(stats.kendalltau(x,y)[1]))']"
24,8389,/linalg/_matfuncs.py_expm,32,"['zeros', 'array', 'asarray', 'array', 'exp', 'empty_like', 'exp', 'issubdtype', 'inexact', 'float16', 'float32', 'exp', 'cosh', 'ones_like', 'sinh', 'empty', 'isrealobj', 'empty', 'empty', 'diag', 'exp', 'diag', 'diag', 'einsum', 'exp', 'diag', 'einsum', 'exp', 'einsum', 'einsum', 'triu', 'tril']","['zeros((3, 2, 2)))', 'array([[1.0, 2.0], [-1.0, 3.0]])', 'asarray(A)', 'array([[np.exp(a.item())]])', 'empty_like(a)', 'exp(a)', 'issubdtype(a.dtype, np.inexact)', 'exp((a1+a4)/2.)', 'cosh(mu)', 'ones_like(coshMu)', 'sinh(mu[mask])', 'empty((a.shape), dtype=mu.dtype)', 'isrealobj(a)', 'empty(a.shape, dtype=a.dtype)', 'empty((5, n, n), dtype=a.dtype)', 'diag(np.exp(np.diag(aw)))', 'diag(aw)', ""einsum('ii->i', eAw)[:] = np.exp(diag_aw * 2**(-s))"", 'diag(aw, k=-1 if lu[1] == 0 else 1)', ""einsum('ii->i', eAw)[:] = np.exp(diag_aw * 2.**(-i))"", ""einsum('ii->i', eAw[1:, :-1])"", ""einsum('ii->i', eAw[:-1, 1:])"", 'triu(eAw) if lu[0] == 0 else np.tril(eAw)']"
25,13467,/signal/_ltisys.py__YT_real,30,"['newaxis', 'newaxis', 'dot', 'dot', 'dot', 'dot', 'linalg.svd', 'newaxis', 'newaxis', 'vstack', 'newaxis', 'newaxis', 'allclose', 'dot', 'dot', 'vstack', 'vstack', 'hstack', 'zeros', 'hstack', 'zeros', 'vstack', 'hstack', 'hstack', 'dot', 'dot', 'dot', 'allclose', 'sqrt', 'linalg.norm']","['dot(np.dot(ker_pole[i].T, np.dot(u, v.T)', 'dot(v, u.T)), ker_pole[j])', 'linalg.svd(m)', 'allclose(sm[0], sm[1])', 'dot(ker_pole[i], mu1)', 'dot(ker_pole[j], nu1)', 'vstack((ker_pole_imo_mu1, ker_pole_i_nu1))', 'zeros(ker_pole[i].shape)))', 'hstack((np.zeros(ker_pole[j].shape)', 'hstack((mu1, mu2)), np.hstack((nu1, nu2)))', 'dot(ker_pole_ij, mu_nu_matrix)', 'dot(np.dot(ker_pole_mu_nu, ker_pole_mu_nu.T)', 'allclose(transfer_matrix_ij, 0)', 'sqrt(2)', 'linalg.norm(transfer_matrix_ij))']"
26,4473,/integrate/_bvp.py_solve_bvp,30,"['vstack', 'exp', 'array', 'linspace', 'zeros', 'zeros', 'linspace', 'vstack', 'array', 'linspace', 'zeros', 'linspace', 'asarray', 'diff', 'any', 'asarray', 'issubdtype', 'complexfloating', 'array', 'asarray', 'asarray', 'identity', 'dot', 'dot', 'identity', 'max', 'max', 'nonzero', 'nonzero', 'diff']","['vstack((y[1], -np.exp(y[0])))', 'array([ya[0], yb[0]])', 'linspace(0, 1, 5)', 'zeros((2, x.size))', 'zeros((2, x.size))', 'linspace(0, 1, 100)', 'vstack((y[1], -k**2 * y[0]))', 'array([ya[0], yb[0], ya[1] - k])', 'linspace(0, 1, 5)', 'zeros((2, x.size))', 'linspace(0, 1, 100)', 'asarray(x, dtype=float)', 'diff(x)', 'any(h <= 0)', 'asarray(y)', 'issubdtype(y.dtype, np.complexfloating)', 'array([])', 'asarray(p, dtype=dtype)', 'asarray(S, dtype=dtype)', 'identity(n) - np.dot(pinv(S), S)', 'dot(B, y[:, 0])', 'identity(n) - S)', 'max(abs(bc_res))', 'max(rms_res)', 'nonzero((rms_res > tol) & (rms_res < 100 * tol))', 'nonzero(rms_res >= 100 * tol)', 'diff(x)']"
27,13457,/signal/_ltisys.py_lsim,29,"['pi', 'linspace', 'cos', 'pi', 'sin', 'pi', 'cos', 'pi', 'array', 'array', 'array', 'linspace', 'ones_like', 'asarray', 'empty', 'any', 'allclose', 'diff', 'newaxis', 'vstack', 'hstack', 'zeros', 'vstack', 'hstack', 'zeros', 'hstack', 'zeros', 'identity', 'zeros']","['linspace(0, 1.25, 500, endpoint=False)', 'cos(2*np.pi*4*t) + 0.6*np.sin(2*np.pi*40*t)', 'cos(2*np.pi*80*t))', 'array([[0.0, 1.0], [0.0, 0.0]])', 'array([[0.0], [1.0]])', 'array([[1.0, 0.0]])', 'linspace(0, 5, num=50)', 'ones_like(t)', 'empty((n_steps, n_states), sys.A.dtype)', 'any(U))', 'allclose(np.diff(T), dt)', 'vstack([np.hstack([A * dt, B * dt])', 'zeros((n_inputs, n_states + n_inputs))])', 'zeros((n_states, n_inputs))])', 'hstack([np.zeros((n_inputs, n_states + n_inputs))', 'identity(n_inputs)])', 'zeros((n_inputs, n_states + 2 * n_inputs))])']"
28,4866,/integrate/_ivp/common.py__sparse_num_jac,29,"['max', 'empty', 'equal', 'array', 'arange', 'asarray', 'abs', 'maximum', 'abs', 'abs', 'any', 'nonzero', 'zeros', 'unique', 'empty', 'empty', 'equal', 'array', 'arange', 'asarray', 'abs', 'maximum', 'abs', 'abs', 'any', 'nonzero', 'repeat', 'diff', 'maximum']","['max(groups)', 'empty((n_groups, n))', 'equal(group, groups)', 'array(abs(diff).argmax(axis=0)).ravel()', 'arange(n)', 'asarray(np.abs(diff[max_ind, r])).ravel()', 'maximum(np.abs(f[max_ind])', 'abs(f_new[max_ind, groups[r]]))', 'any(diff_too_small)', 'nonzero(diff_too_small)', 'zeros(n)', 'unique(groups[ind])', 'empty(n_groups, dtype=int)', 'empty((groups_unique.shape[0], n))', 'equal(group, groups)', 'array(abs(diff_new).argmax(axis=0)).ravel()', 'arange(ind.shape[0])', 'asarray(np.abs(diff_new[max_ind_new, r])).ravel()', 'abs(f[max_ind_new])', 'abs(f_new[max_ind_new, groups_map[groups[ind]]]))', 'any(update)', 'nonzero(update)', 'repeat(h, np.diff(diff.indptr))', 'maximum(factor, NUM_JAC_MIN_FACTOR)']"
29,17447,/stats/_stats_py.py_spearmanr,29,"['nan', 'array', 'array', 'linspace', 'sqrt', 'sqrt', 'linspace', 'column_stack', 'vstack', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'zeros', 'nan', 'nan', 'nan', 'isnan', 'apply_along_axis', 'corrcoef', 'errstate', 'sqrt', 'nan', 'nan']","['array([7.1, 7.1, 7.2, 8.3, 9.4, 10.5, 11.4])', 'array([2.8, 2.9, 2.8, 2.6, 3.5, 4.6, 5.0])', 'linspace(-5, 5, 100)', 'sqrt(dof / ((rs+1.0)*(1.0-rs)))', 'sqrt(dof / ((rs+1.0)*(1.0-rs)))', 'linspace(-5, 5, 26)', 'column_stack((a, b))', 'vstack((a, b))', 'zeros(n_vars, dtype=bool)', 'isnan(a).any(axis=axisout)', 'apply_along_axis(rankdata, axisout, a)', 'corrcoef(a_ranked, rowvar=axisout)', ""errstate(divide='ignore')"", 'sqrt((dof/((rs+1.0)*(1.0-rs))).clip(0))']"
30,16172,/stats/_continuous_distns.py__stats,29,"['broadcast_arrays', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'linspace', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power', 'float_power']","['broadcast_arrays(p, a, b)', 'float_power(a, 2) - np.float_power(b, 2)', 'float_power(t1, 0.5)', 'float_power(1, 2) * np.float_power(t1, - 1)', 'linspace(0, 4, 5)', 'float_power(b, 2) * np.float_power(t2, 2)', 'float_power(r1, 2))', 'float_power(b, 3) * np.float_power(t2, 3)', 'float_power(b0, -2)', 'float_power(r1, 3))', 'float_power(t2, 2)', 'float_power(r1, 2))', 'float_power(v, - 3 / 2)', 'float_power(b, 4) * np.float_power(t2, 4)', 'float_power(b0, - 2)', 'float_power(b1, 2) * np.float_power(b0, - 3)', 'float_power(r1, 4))', 'float_power(b, 2) * np.float_power(t2, 3)', 'float_power(b0, - 2)', 'float_power(r1, 3))', 'float_power(t2, 2)', 'float_power(v, -2)']"
31,7653,/special/tests/test_basic.py_test_agm_simple,29,"['sqrt', 'finfo', 'nan', 'inf', 'nan', 'inf', 'nan', 'inf', 'nan', 'inf', 'nan', 'inf', 'inf', 'nan', 'inf', 'inf', 'nan', 'nan', 'nan', 'nan', 'nan', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf']","['sqrt(2))', 'finfo(1.0)']"
32,439,/optimize/_minpack_py.py_curve_fit,29,"['inf', 'inf', 'inf', 'sqrt', 'diag', 'inf', 'exp', 'linspace', 'random.default_rng', 'linalg.cond', 'exp', 'linalg.cond', 'diag', 'atleast_1d', 'any', 'inf', 'inf', 'asarray_chkfinite', 'asarray', 'ndarray', 'asarray_chkfinite', 'asarray', 'isnan', 'isnan', 'asarray', 'sum', 'finfo', 'dot', 'isnan']","['sqrt(np.diag(pcov))', 'exp(-b * x)', 'linspace(0, 4, 50)', 'random.default_rng()', 'linalg.cond(pcov)', 'exp(-b * x)', 'linalg.cond(pcov)', 'diag(pcov)', 'atleast_1d(p0)', 'any((lb > -np.inf) | (ub < np.inf))', 'asarray_chkfinite(ydata, float)', 'asarray(ydata, float)', 'asarray_chkfinite(xdata, float)', 'asarray(xdata, float)', 'isnan(xdata)', 'isnan(ydata)', 'asarray(sigma)', ""sum(infodict['fvec'] ** 2)"", 'finfo(float).eps * max(res.jac.shape)', 'dot(VT.T / s**2, VT)', 'isnan(pcov).any()']"
